time,state,label
Sat May 09 23:41:56 +0000 2020,ca,-1
Sat May 09 23:41:56 +0000 2020,ny,-1
Sat May 09 23:41:48 +0000 2020,mo,-1
Sat May 09 23:41:47 +0000 2020,mi,1
Sat May 09 23:41:46 +0000 2020,ny,1
Sat May 09 23:41:26 +0000 2020,nc,1
Sat May 09 23:41:20 +0000 2020,tx,1
Sat May 09 23:41:15 +0000 2020,fl,1
Sat May 09 23:41:13 +0000 2020,ia,1
Sat May 09 23:41:11 +0000 2020,oh,-1
Sat May 09 23:41:08 +0000 2020,wa,1
Sat May 09 23:41:06 +0000 2020,ca,1
Sat May 09 23:41:05 +0000 2020,or,-1
Sat May 09 23:41:05 +0000 2020,ny,-1
Sat May 09 23:40:58 +0000 2020,fl,-1
Sat May 09 23:40:54 +0000 2020,or,-1
Sat May 09 23:40:53 +0000 2020,fl,1
Sat May 09 23:40:50 +0000 2020,pa,1
Sat May 09 23:40:50 +0000 2020,fl,1
Sat May 09 23:40:50 +0000 2020,oh,-1
Sat May 09 23:40:47 +0000 2020,nc,1
Sat May 09 23:40:47 +0000 2020,mt,1
Sat May 09 23:40:43 +0000 2020,mt,1
Sat May 09 23:40:38 +0000 2020,la,1
Sat May 09 23:40:37 +0000 2020,nc,-1
Sat May 09 23:40:37 +0000 2020,fl,1
Sat May 09 23:40:37 +0000 2020,ca,-1
Sat May 09 23:40:24 +0000 2020,al,1
Sat May 09 23:40:23 +0000 2020,or,1
Sat May 09 23:40:20 +0000 2020,oh,-1
Sat May 09 23:40:18 +0000 2020,ny,1
Sat May 09 23:40:08 +0000 2020,ca,-1
Sat May 09 23:40:07 +0000 2020,de,-1
Sat May 09 23:40:07 +0000 2020,tx,1
Sat May 09 23:40:04 +0000 2020,fl,1
Sat May 09 23:40:02 +0000 2020,ri,1
Sat May 09 23:40:00 +0000 2020,mi,-1
Sat May 09 23:39:59 +0000 2020,il,1
Sat May 09 23:39:59 +0000 2020,ny,-1
Sat May 09 23:39:58 +0000 2020,fl,1
Sat May 09 23:39:53 +0000 2020,az,1
Sat May 09 23:39:53 +0000 2020,ny,-1
Sat May 09 23:39:52 +0000 2020,tn,1
Sat May 09 23:39:49 +0000 2020,fl,1
Sat May 09 23:39:47 +0000 2020,ut,1
Sat May 09 23:39:47 +0000 2020,mn,1
Sat May 09 23:39:47 +0000 2020,ny,-1
Sat May 09 23:39:45 +0000 2020,ca,-1
Sat May 09 23:39:43 +0000 2020,fl,1
Sat May 09 23:39:41 +0000 2020,tx,1
Sat May 09 23:39:39 +0000 2020,dc,1
Sat May 09 23:39:39 +0000 2020,fl,-1
Sat May 09 23:39:37 +0000 2020,oh,-1
Sat May 09 23:39:35 +0000 2020,pa,-1
Sat May 09 23:39:34 +0000 2020,nv,1
Sat May 09 23:39:33 +0000 2020,il,-1
Sat May 09 23:39:32 +0000 2020,il,-1
Sat May 09 23:39:31 +0000 2020,mi,1
Sat May 09 23:39:30 +0000 2020,ga,-1
Sat May 09 23:39:30 +0000 2020,wa,-1
Sat May 09 23:39:30 +0000 2020,oh,1
Sat May 09 23:39:30 +0000 2020,oh,-1
Sat May 09 23:39:29 +0000 2020,pa,1
Sat May 09 23:39:26 +0000 2020,mn,-1
Sat May 09 23:39:26 +0000 2020,me,-1
Sat May 09 23:39:25 +0000 2020,ny,1
Sat May 09 23:39:21 +0000 2020,or,1
Sat May 09 23:39:20 +0000 2020,mi,1
Sat May 09 23:39:19 +0000 2020,ky,1
Sat May 09 23:39:15 +0000 2020,tx,1
Sat May 09 23:39:08 +0000 2020,ca,-1
Sat May 09 23:39:07 +0000 2020,dc,-1
Sat May 09 23:39:07 +0000 2020,az,-1
Sat May 09 23:39:05 +0000 2020,tn,1
Sat May 09 23:39:03 +0000 2020,nm,1
Sat May 09 23:39:00 +0000 2020,nj,1
Sat May 09 23:38:58 +0000 2020,pa,1
Sat May 09 23:38:57 +0000 2020,nj,1
Sat May 09 23:38:57 +0000 2020,nc,1
Sat May 09 23:38:55 +0000 2020,ca,1
Sat May 09 23:38:53 +0000 2020,mo,1
Sat May 09 23:38:48 +0000 2020,ny,1
Sat May 09 23:38:45 +0000 2020,ca,-1
Sat May 09 23:38:44 +0000 2020,fl,1
Sat May 09 23:38:41 +0000 2020,ca,1
Sat May 09 23:38:36 +0000 2020,az,1
Sat May 09 23:38:36 +0000 2020,mt,1
Sat May 09 23:38:35 +0000 2020,fl,1
Sat May 09 23:38:35 +0000 2020,mn,1
Sat May 09 23:38:33 +0000 2020,pa,1
Sat May 09 23:38:31 +0000 2020,ca,-1
Sat May 09 23:38:30 +0000 2020,ny,-1
Sat May 09 23:38:30 +0000 2020,ca,1
Sat May 09 23:38:26 +0000 2020,sc,1
Sat May 09 23:38:25 +0000 2020,pa,-1
Sat May 09 23:38:25 +0000 2020,nc,1
Sat May 09 23:38:24 +0000 2020,ca,-1
Sat May 09 23:38:22 +0000 2020,ga,1
Sat May 09 23:38:20 +0000 2020,sc,1
Sat May 09 23:38:16 +0000 2020,fl,1
Sat May 09 23:38:14 +0000 2020,oh,1
Sat May 09 23:38:12 +0000 2020,fl,-1
Sat May 09 23:38:07 +0000 2020,ma,1
Sat May 09 23:38:04 +0000 2020,il,1
Sat May 09 23:38:02 +0000 2020,dc,-1
Sat May 09 23:38:00 +0000 2020,ga,1
Sat May 09 23:38:00 +0000 2020,nc,-1
Sat May 09 23:37:58 +0000 2020,ny,1
Sat May 09 23:37:56 +0000 2020,oh,-1
Sat May 09 23:37:55 +0000 2020,il,-1
Sat May 09 23:37:52 +0000 2020,or,1
Sat May 09 23:37:50 +0000 2020,va,1
Sat May 09 23:37:49 +0000 2020,ny,-1
Sat May 09 23:37:45 +0000 2020,ny,1
Sat May 09 23:37:36 +0000 2020,mn,-1
Sat May 09 23:37:34 +0000 2020,fl,1
Sat May 09 23:37:33 +0000 2020,la,1
Sat May 09 23:37:33 +0000 2020,ca,-1
Sat May 09 23:37:33 +0000 2020,ca,-1
Sat May 09 23:37:32 +0000 2020,wa,1
Sat May 09 23:37:31 +0000 2020,fl,1
Sat May 09 23:37:31 +0000 2020,sc,-1
Sat May 09 23:37:27 +0000 2020,pa,1
Sat May 09 23:37:25 +0000 2020,az,-1
Sat May 09 23:37:25 +0000 2020,ok,1
Sat May 09 23:37:23 +0000 2020,ny,1
Sat May 09 23:37:19 +0000 2020,wy,1
Sat May 09 23:37:19 +0000 2020,pa,1
Sat May 09 23:37:17 +0000 2020,ct,1
Sat May 09 23:37:16 +0000 2020,ca,1
Sat May 09 23:37:16 +0000 2020,ky,1
Sat May 09 23:37:11 +0000 2020,ia,1
Sat May 09 23:37:11 +0000 2020,ga,1
Sat May 09 23:37:07 +0000 2020,la,1
