time,state,label
Wed May 27 23:20:42 +0000 2020,ny,-1
Wed May 27 23:20:38 +0000 2020,fl,-1
Wed May 27 23:20:37 +0000 2020,in,-1
Wed May 27 23:20:35 +0000 2020,az,1
Wed May 27 23:20:33 +0000 2020,ca,1
Wed May 27 23:20:29 +0000 2020,tx,-1
Wed May 27 23:20:25 +0000 2020,fl,-1
Wed May 27 23:20:16 +0000 2020,or,1
Wed May 27 23:20:11 +0000 2020,az,1
Wed May 27 23:20:11 +0000 2020,dc,1
Wed May 27 23:20:10 +0000 2020,nm,1
Wed May 27 23:20:09 +0000 2020,tn,-1
Wed May 27 23:20:06 +0000 2020,in,-1
Wed May 27 23:20:00 +0000 2020,tx,1
Wed May 27 23:20:00 +0000 2020,nv,-1
Wed May 27 23:19:59 +0000 2020,dc,-1
Wed May 27 23:19:59 +0000 2020,ks,1
Wed May 27 23:19:57 +0000 2020,ca,-1
Wed May 27 23:19:37 +0000 2020,la,-1
Wed May 27 23:19:37 +0000 2020,nm,-1
Wed May 27 23:19:28 +0000 2020,oh,-1
Wed May 27 23:19:21 +0000 2020,mn,-1
Wed May 27 23:19:21 +0000 2020,az,-1
Wed May 27 23:19:15 +0000 2020,ca,-1
Wed May 27 23:19:11 +0000 2020,il,-1
Wed May 27 23:19:11 +0000 2020,tx,-1
Wed May 27 23:19:11 +0000 2020,ca,1
Wed May 27 23:19:06 +0000 2020,ca,1
Wed May 27 23:19:05 +0000 2020,pa,-1
Wed May 27 23:19:04 +0000 2020,dc,-1
Wed May 27 23:19:03 +0000 2020,ca,1
Wed May 27 23:19:01 +0000 2020,mn,1
Wed May 27 23:18:59 +0000 2020,ny,-1
Wed May 27 23:18:39 +0000 2020,tx,-1
Wed May 27 23:18:37 +0000 2020,pa,-1
Wed May 27 23:18:35 +0000 2020,il,1
