,time,state,label
545,Fri May 08 23:38:55 +0000 2020,fl,1
546,Fri May 08 23:38:54 +0000 2020,vt,1
547,Fri May 08 23:38:53 +0000 2020,mo,1
548,Fri May 08 23:38:44 +0000 2020,hi,1
549,Fri May 08 23:38:42 +0000 2020,co,1
550,Fri May 08 23:38:42 +0000 2020,or,-1
551,Fri May 08 23:38:38 +0000 2020,wa,1
552,Fri May 08 23:38:35 +0000 2020,ca,1
553,Fri May 08 23:38:28 +0000 2020,nc,1
554,Fri May 08 23:38:16 +0000 2020,ca,1
555,Fri May 08 23:38:15 +0000 2020,ca,1
556,Fri May 08 23:38:14 +0000 2020,ga,-1
557,Fri May 08 23:38:14 +0000 2020,ca,1
559,Fri May 08 23:37:59 +0000 2020,ca,1
560,Fri May 08 23:37:52 +0000 2020,nv,1
561,Fri May 08 23:37:50 +0000 2020,ma,-1
563,Fri May 08 23:37:46 +0000 2020,ca,-1
564,Fri May 08 23:37:34 +0000 2020,co,1
565,Fri May 08 23:37:32 +0000 2020,al,1
566,Fri May 08 23:37:31 +0000 2020,co,-1
568,Fri May 08 23:37:25 +0000 2020,tx,-1
569,Fri May 08 23:37:25 +0000 2020,ny,-1
570,Fri May 08 23:37:23 +0000 2020,tx,1
571,Fri May 08 23:37:23 +0000 2020,ma,1
572,Fri May 08 23:37:20 +0000 2020,pa,1
573,Fri May 08 23:37:19 +0000 2020,fl,1
574,Fri May 08 23:37:14 +0000 2020,oh,-1
575,Fri May 08 23:37:10 +0000 2020,nj,1
577,Fri May 08 23:37:03 +0000 2020,me,1
578,Fri May 08 23:36:57 +0000 2020,dc,-1
580,Fri May 08 23:36:47 +0000 2020,nj,-1
581,Fri May 08 23:36:42 +0000 2020,va,-1
582,Fri May 08 23:36:37 +0000 2020,ny,-1
583,Fri May 08 23:36:35 +0000 2020,dc,-1
584,Fri May 08 23:36:29 +0000 2020,pa,-1
585,Fri May 08 23:36:20 +0000 2020,va,1
